Protein_1	Protein_2
Rv0541c	moaE2
Rv0541c	Rv0877
Rv0541c	Rv0893c
Rv0541c	Rv0909
Rv0541c	Rv0958
Rv0541c	Rv0965c
Rv0541c	accA2
Rv0541c	grcC2
Rv0543c	Rv0559c
Rv0543c	Rv0588
Rv0543c	mce2F
Rv0543c	mkl
Rv0543c	mmpS5
Rv0543c	Rv0680c
Rv0543c	Rv0681
Rv0543c	Rv0691c
Rv0543c	rplC
Rv0543c	rpmC
Rv0543c	rplN
Rv0546c	menD
Rv0546c	Rv0565c
Rv0546c	lprL
Rv0546c	Rv0633c
Rv0546c	Rv0762c
Rv0546c	Rv0763c
Rv0546c	Rv0765c
Rv0546c	Rv0769
Rv0546c	Rv0771
Rv0546c	Rv0776c
Rv0546c	purB
Rv0546c	cyp126
Rv0546c	Rv0779c
Rv0546c	purC
Rv0546c	emrB
Rv0546c	Rv0785
Rv0546c	Rv0786c
Rv0546c	cfp29
Rv0546c	Rv0801
Rv0546c	purF
Rv0546c	purM
Rv0546c	Rv0813c
Rv0546c	Rv0818
Rv0546c	lpqS
Rv0546c	Rv0849
Rv0546c	moaD2
Rv0546c	moaA2
Rv0546c	Rv0879c
Rv0546c	Rv0880
Rv0546c	Rv0885
Rv0546c	Rv0887c
Rv0546c	citA
Rv0546c	Rv0895
Rv0546c	gltA2
Rv0546c	accD3
Rv0546c	Rv0910
Rv0546c	pstC2
Rv0546c	pstA1
Rv0546c	mku
Rv0546c	Rv0940c
Rv0546c	Rv0954
Rv0546c	rimJ
Rv0547c	menB
Rv0547c	bpoC
Rv0547c	gpdA1
Rv0547c	Rv0679c
Rv0547c	sigL
Rv0547c	Rv0737
Rv0547c	mmsA
Rv0547c	Rv0775
Rv0547c	Rv0926c
menB	bpoC
menB	gpdA1
menB	Rv0679c
menB	sigL
menB	Rv0737
menB	mmsA
menB	Rv0775
menB	Rv0926c
fadD8	mgtA
fadD8	grcC1
fadD8	htpX
fadD8	Rv0566c
fadD8	cyp135B1
fadD8	Rv0575c
fadD8	Rv0576
fadD8	Rv0580c
fadD8	lpqN
fadD8	mce2C
fadD8	mce2D
fadD8	Rv0600c
fadD8	galK
fadD8	echA3
fadD8	nusG
fadD8	Rv0658c
fadD8	rpoB
fadD8	Rv0669c
fadD8	lpqP
fadD8	echA4
fadD8	Rv0686
fadD8	Rv0695
fadD8	Rv0697
fadD8	atsA
fadD8	Rv0712
fadD8	Rv0713
fadD8	Rv0725c
fadD8	Rv0726c
fadD8	fucA
fadD8	Rv0731c
fadD8	Rv0738
fadD8	mmsB
fadD8	Rv0756c
fadD8	Rv0791c
fadD8	Rv0825c
fadD8	kmtR
fadD8	Rv0830
fadD8	moaE2
fadD8	Rv0877
fadD8	Rv0893c
fadD8	Rv0909
fadD8	Rv0958
fadD8	Rv0965c
fadD8	accA2
fadD8	grcC2
bpoC	gpdA1
bpoC	Rv0679c
bpoC	sigL
bpoC	Rv0737
bpoC	mmsA
bpoC	Rv0775
bpoC	Rv0926c
menD	Rv0565c
menD	lprL
menD	Rv0633c
menD	Rv0762c
menD	Rv0763c
menD	Rv0765c
menD	Rv0769
menD	Rv0771
menD	Rv0776c
menD	purB
menD	cyp126
menD	Rv0779c
menD	purC
menD	emrB
menD	Rv0785
menD	Rv0786c
menD	cfp29
menD	Rv0801
menD	purF
menD	purM
menD	Rv0813c
menD	Rv0818
menD	lpqS
menD	Rv0849
menD	moaD2
menD	moaA2
menD	Rv0879c
menD	Rv0880
menD	Rv0885
menD	Rv0887c
menD	citA
menD	Rv0895
menD	gltA2
menD	accD3
menD	Rv0910
menD	pstC2
menD	pstA1
menD	mku
menD	Rv0940c
menD	Rv0954
menD	rimJ
Rv0556	yrbE2A
Rv0556	mmpL5
Rv0556	rpsQ
Rv0556	rslA
Rv0556	Rv0759c
Rv0556	Rv0767c
Rv0556	Rv0810c
Rv0556	Rv0814c
Rv0556	phoT
Rv0556	phoY2
Rv0556	mog
Rv0556	Rv0870c
Rv0556	Rv0898c
Rv0556	echA6
Rv0556	pstB
Rv0556	csoR
Rv0556	ctpV
Rv0556	moaB2
mgtA	grcC1
mgtA	htpX
mgtA	Rv0566c
mgtA	cyp135B1
mgtA	Rv0575c
mgtA	Rv0576
mgtA	Rv0580c
mgtA	lpqN
mgtA	mce2C
mgtA	mce2D
mgtA	Rv0600c
mgtA	galK
mgtA	echA3
mgtA	nusG
mgtA	Rv0658c
mgtA	rpoB
mgtA	Rv0669c
mgtA	lpqP
mgtA	echA4
mgtA	Rv0686
mgtA	Rv0695
mgtA	Rv0697
mgtA	atsA
mgtA	Rv0712
mgtA	Rv0713
mgtA	Rv0725c
mgtA	Rv0726c
mgtA	fucA
mgtA	Rv0731c
mgtA	Rv0738
mgtA	mmsB
mgtA	Rv0756c
mgtA	Rv0791c
mgtA	Rv0825c
mgtA	kmtR
mgtA	Rv0830
mgtA	moaE2
mgtA	Rv0877
mgtA	Rv0893c
mgtA	Rv0909
mgtA	Rv0958
mgtA	Rv0965c
mgtA	accA2
mgtA	grcC2
Rv0559c	Rv0588
Rv0559c	mce2F
Rv0559c	mkl
Rv0559c	mmpS5
Rv0559c	Rv0680c
Rv0559c	Rv0681
Rv0559c	Rv0691c
Rv0559c	rplC
Rv0559c	rpmC
Rv0559c	rplN
grcC1	htpX
grcC1	Rv0566c
grcC1	cyp135B1
grcC1	Rv0575c
grcC1	Rv0576
grcC1	Rv0580c
grcC1	lpqN
grcC1	mce2C
grcC1	mce2D
grcC1	Rv0600c
grcC1	galK
grcC1	echA3
grcC1	nusG
grcC1	Rv0658c
grcC1	rpoB
grcC1	Rv0669c
grcC1	lpqP
grcC1	echA4
grcC1	Rv0686
grcC1	Rv0695
grcC1	Rv0697
grcC1	atsA
grcC1	Rv0712
grcC1	Rv0713
grcC1	Rv0725c
grcC1	Rv0726c
grcC1	fucA
grcC1	Rv0731c
grcC1	Rv0738
grcC1	mmsB
grcC1	Rv0756c
grcC1	Rv0791c
grcC1	Rv0825c
grcC1	kmtR
grcC1	Rv0830
grcC1	moaE2
grcC1	Rv0877
grcC1	Rv0893c
grcC1	Rv0909
grcC1	Rv0958
grcC1	Rv0965c
grcC1	accA2
grcC1	grcC2
htpX	Rv0566c
htpX	cyp135B1
htpX	Rv0575c
htpX	Rv0576
htpX	Rv0580c
htpX	lpqN
htpX	mce2C
htpX	mce2D
htpX	Rv0600c
htpX	galK
htpX	echA3
htpX	nusG
htpX	Rv0658c
htpX	rpoB
htpX	Rv0669c
htpX	lpqP
htpX	echA4
htpX	Rv0686
htpX	Rv0695
htpX	Rv0697
htpX	atsA
htpX	Rv0712
htpX	Rv0713
htpX	Rv0725c
htpX	Rv0726c
htpX	fucA
htpX	Rv0731c
htpX	Rv0738
htpX	mmsB
htpX	Rv0756c
htpX	Rv0791c
htpX	Rv0825c
htpX	kmtR
htpX	Rv0830
htpX	moaE2
htpX	Rv0877
htpX	Rv0893c
htpX	Rv0909
htpX	Rv0958
htpX	Rv0965c
htpX	accA2
htpX	grcC2
gpdA1	Rv0679c
gpdA1	sigL
gpdA1	Rv0737
gpdA1	mmsA
gpdA1	Rv0775
gpdA1	Rv0926c
Rv0565c	lprL
Rv0565c	Rv0633c
Rv0565c	Rv0762c
Rv0565c	Rv0763c
Rv0565c	Rv0765c
Rv0565c	Rv0769
Rv0565c	Rv0771
Rv0565c	Rv0776c
Rv0565c	purB
Rv0565c	cyp126
Rv0565c	Rv0779c
Rv0565c	purC
Rv0565c	emrB
Rv0565c	Rv0785
Rv0565c	Rv0786c
Rv0565c	cfp29
Rv0565c	Rv0801
Rv0565c	purF
Rv0565c	purM
Rv0565c	Rv0813c
Rv0565c	Rv0818
Rv0565c	lpqS
Rv0565c	Rv0849
Rv0565c	moaD2
Rv0565c	moaA2
Rv0565c	Rv0879c
Rv0565c	Rv0880
Rv0565c	Rv0885
Rv0565c	Rv0887c
Rv0565c	citA
Rv0565c	Rv0895
Rv0565c	gltA2
Rv0565c	accD3
Rv0565c	Rv0910
Rv0565c	pstC2
Rv0565c	pstA1
Rv0565c	mku
Rv0565c	Rv0940c
Rv0565c	Rv0954
Rv0565c	rimJ
Rv0566c	cyp135B1
Rv0566c	Rv0575c
Rv0566c	Rv0576
Rv0566c	Rv0580c
Rv0566c	lpqN
Rv0566c	mce2C
Rv0566c	mce2D
Rv0566c	Rv0600c
Rv0566c	galK
Rv0566c	echA3
Rv0566c	nusG
Rv0566c	Rv0658c
Rv0566c	rpoB
Rv0566c	Rv0669c
Rv0566c	lpqP
Rv0566c	echA4
Rv0566c	Rv0686
Rv0566c	Rv0695
Rv0566c	Rv0697
Rv0566c	atsA
Rv0566c	Rv0712
Rv0566c	Rv0713
Rv0566c	Rv0725c
Rv0566c	Rv0726c
Rv0566c	fucA
Rv0566c	Rv0731c
Rv0566c	Rv0738
Rv0566c	mmsB
Rv0566c	Rv0756c
Rv0566c	Rv0791c
Rv0566c	Rv0825c
Rv0566c	kmtR
Rv0566c	Rv0830
Rv0566c	moaE2
Rv0566c	Rv0877
Rv0566c	Rv0893c
Rv0566c	Rv0909
Rv0566c	Rv0958
Rv0566c	Rv0965c
Rv0566c	accA2
Rv0566c	grcC2
cyp135B1	Rv0575c
cyp135B1	Rv0576
cyp135B1	Rv0580c
cyp135B1	lpqN
cyp135B1	mce2C
cyp135B1	mce2D
cyp135B1	Rv0600c
cyp135B1	galK
cyp135B1	echA3
cyp135B1	nusG
cyp135B1	Rv0658c
cyp135B1	rpoB
cyp135B1	Rv0669c
cyp135B1	lpqP
cyp135B1	echA4
cyp135B1	Rv0686
cyp135B1	Rv0695
cyp135B1	Rv0697
cyp135B1	atsA
cyp135B1	Rv0712
cyp135B1	Rv0713
cyp135B1	Rv0725c
cyp135B1	Rv0726c
cyp135B1	fucA
cyp135B1	Rv0731c
cyp135B1	Rv0738
cyp135B1	mmsB
cyp135B1	Rv0756c
cyp135B1	Rv0791c
cyp135B1	Rv0825c
cyp135B1	kmtR
cyp135B1	Rv0830
cyp135B1	moaE2
cyp135B1	Rv0877
cyp135B1	Rv0893c
cyp135B1	Rv0909
cyp135B1	Rv0958
cyp135B1	Rv0965c
cyp135B1	accA2
cyp135B1	grcC2
Rv0569	mce2R
Rv0569	vapB30
Rv0569	Rv0689c
Rv0569	Rv0792c
Rv0569	Rv0852
Rv0569	prrB
Rv0569	pepD
Rv0575c	Rv0576
Rv0575c	Rv0580c
Rv0575c	lpqN
Rv0575c	mce2C
Rv0575c	mce2D
Rv0575c	Rv0600c
Rv0575c	galK
Rv0575c	echA3
Rv0575c	nusG
Rv0575c	Rv0658c
Rv0575c	rpoB
Rv0575c	Rv0669c
Rv0575c	lpqP
Rv0575c	echA4
Rv0575c	Rv0686
Rv0575c	Rv0695
Rv0575c	Rv0697
Rv0575c	atsA
Rv0575c	Rv0712
Rv0575c	Rv0713
Rv0575c	Rv0725c
Rv0575c	Rv0726c
Rv0575c	fucA
Rv0575c	Rv0731c
Rv0575c	Rv0738
Rv0575c	mmsB
Rv0575c	Rv0756c
Rv0575c	Rv0791c
Rv0575c	Rv0825c
Rv0575c	kmtR
Rv0575c	Rv0830
Rv0575c	moaE2
Rv0575c	Rv0877
Rv0575c	Rv0893c
Rv0575c	Rv0909
Rv0575c	Rv0958
Rv0575c	Rv0965c
Rv0575c	accA2
Rv0575c	grcC2
Rv0576	Rv0580c
Rv0576	lpqN
Rv0576	mce2C
Rv0576	mce2D
Rv0576	Rv0600c
Rv0576	galK
Rv0576	echA3
Rv0576	nusG
Rv0576	Rv0658c
Rv0576	rpoB
Rv0576	Rv0669c
Rv0576	lpqP
Rv0576	echA4
Rv0576	Rv0686
Rv0576	Rv0695
Rv0576	Rv0697
Rv0576	atsA
Rv0576	Rv0712
Rv0576	Rv0713
Rv0576	Rv0725c
Rv0576	Rv0726c
Rv0576	fucA
Rv0576	Rv0731c
Rv0576	Rv0738
Rv0576	mmsB
Rv0576	Rv0756c
Rv0576	Rv0791c
Rv0576	Rv0825c
Rv0576	kmtR
Rv0576	Rv0830
Rv0576	moaE2
Rv0576	Rv0877
Rv0576	Rv0893c
Rv0576	Rv0909
Rv0576	Rv0958
Rv0576	Rv0965c
Rv0576	accA2
Rv0576	grcC2
Rv0580c	lpqN
Rv0580c	mce2C
Rv0580c	mce2D
Rv0580c	Rv0600c
Rv0580c	galK
Rv0580c	echA3
Rv0580c	nusG
Rv0580c	Rv0658c
Rv0580c	rpoB
Rv0580c	Rv0669c
Rv0580c	lpqP
Rv0580c	echA4
Rv0580c	Rv0686
Rv0580c	Rv0695
Rv0580c	Rv0697
Rv0580c	atsA
Rv0580c	Rv0712
Rv0580c	Rv0713
Rv0580c	Rv0725c
Rv0580c	Rv0726c
Rv0580c	fucA
Rv0580c	Rv0731c
Rv0580c	Rv0738
Rv0580c	mmsB
Rv0580c	Rv0756c
Rv0580c	Rv0791c
Rv0580c	Rv0825c
Rv0580c	kmtR
Rv0580c	Rv0830
Rv0580c	moaE2
Rv0580c	Rv0877
Rv0580c	Rv0893c
Rv0580c	Rv0909
Rv0580c	Rv0958
Rv0580c	Rv0965c
Rv0580c	accA2
Rv0580c	grcC2
lpqN	mce2C
lpqN	mce2D
lpqN	Rv0600c
lpqN	galK
lpqN	echA3
lpqN	nusG
lpqN	Rv0658c
lpqN	rpoB
lpqN	Rv0669c
lpqN	lpqP
lpqN	echA4
lpqN	Rv0686
lpqN	Rv0695
lpqN	Rv0697
lpqN	atsA
lpqN	Rv0712
lpqN	Rv0713
lpqN	Rv0725c
lpqN	Rv0726c
lpqN	fucA
lpqN	Rv0731c
lpqN	Rv0738
lpqN	mmsB
lpqN	Rv0756c
lpqN	Rv0791c
lpqN	Rv0825c
lpqN	kmtR
lpqN	Rv0830
lpqN	moaE2
lpqN	Rv0877
lpqN	Rv0893c
lpqN	Rv0909
lpqN	Rv0958
lpqN	Rv0965c
lpqN	accA2
lpqN	grcC2
mce2R	vapB30
mce2R	Rv0689c
mce2R	Rv0792c
mce2R	Rv0852
mce2R	prrB
mce2R	pepD
yrbE2A	mmpL5
yrbE2A	rpsQ
yrbE2A	rslA
yrbE2A	Rv0759c
yrbE2A	Rv0767c
yrbE2A	Rv0810c
yrbE2A	Rv0814c
yrbE2A	phoT
yrbE2A	phoY2
yrbE2A	mog
yrbE2A	Rv0870c
yrbE2A	Rv0898c
yrbE2A	echA6
yrbE2A	pstB
yrbE2A	csoR
yrbE2A	ctpV
yrbE2A	moaB2
Rv0588	mce2F
Rv0588	mkl
Rv0588	mmpS5
Rv0588	Rv0680c
Rv0588	Rv0681
Rv0588	Rv0691c
Rv0588	rplC
Rv0588	rpmC
Rv0588	rplN
mce2C	mce2D
mce2C	Rv0600c
mce2C	galK
mce2C	echA3
mce2C	nusG
mce2C	Rv0658c
mce2C	rpoB
mce2C	Rv0669c
mce2C	lpqP
mce2C	echA4
mce2C	Rv0686
mce2C	Rv0695
mce2C	Rv0697
mce2C	atsA
mce2C	Rv0712
mce2C	Rv0713
mce2C	Rv0725c
mce2C	Rv0726c
mce2C	fucA
mce2C	Rv0731c
mce2C	Rv0738
mce2C	mmsB
mce2C	Rv0756c
mce2C	Rv0791c
mce2C	Rv0825c
mce2C	kmtR
mce2C	Rv0830
mce2C	moaE2
mce2C	Rv0877
mce2C	Rv0893c
mce2C	Rv0909
mce2C	Rv0958
mce2C	Rv0965c
mce2C	accA2
mce2C	grcC2
mce2D	Rv0600c
mce2D	galK
mce2D	echA3
mce2D	nusG
mce2D	Rv0658c
mce2D	rpoB
mce2D	Rv0669c
mce2D	lpqP
mce2D	echA4
mce2D	Rv0686
mce2D	Rv0695
mce2D	Rv0697
mce2D	atsA
mce2D	Rv0712
mce2D	Rv0713
mce2D	Rv0725c
mce2D	Rv0726c
mce2D	fucA
mce2D	Rv0731c
mce2D	Rv0738
mce2D	mmsB
mce2D	Rv0756c
mce2D	Rv0791c
mce2D	Rv0825c
mce2D	kmtR
mce2D	Rv0830
mce2D	moaE2
mce2D	Rv0877
mce2D	Rv0893c
mce2D	Rv0909
mce2D	Rv0958
mce2D	Rv0965c
mce2D	accA2
mce2D	grcC2
lprL	Rv0633c
lprL	Rv0762c
lprL	Rv0763c
lprL	Rv0765c
lprL	Rv0769
lprL	Rv0771
lprL	Rv0776c
lprL	purB
lprL	cyp126
lprL	Rv0779c
lprL	purC
lprL	emrB
lprL	Rv0785
lprL	Rv0786c
lprL	cfp29
lprL	Rv0801
lprL	purF
lprL	purM
lprL	Rv0813c
lprL	Rv0818
lprL	lpqS
lprL	Rv0849
lprL	moaD2
lprL	moaA2
lprL	Rv0879c
lprL	Rv0880
lprL	Rv0885
lprL	Rv0887c
lprL	citA
lprL	Rv0895
lprL	gltA2
lprL	accD3
lprL	Rv0910
lprL	pstC2
lprL	pstA1
lprL	mku
lprL	Rv0940c
lprL	Rv0954
lprL	rimJ
mce2F	mkl
mce2F	mmpS5
mce2F	Rv0680c
mce2F	Rv0681
mce2F	Rv0691c
mce2F	rplC
mce2F	rpmC
mce2F	rplN
Rv0600c	galK
Rv0600c	echA3
Rv0600c	nusG
Rv0600c	Rv0658c
Rv0600c	rpoB
Rv0600c	Rv0669c
Rv0600c	lpqP
Rv0600c	echA4
Rv0600c	Rv0686
Rv0600c	Rv0695
Rv0600c	Rv0697
Rv0600c	atsA
Rv0600c	Rv0712
Rv0600c	Rv0713
Rv0600c	Rv0725c
Rv0600c	Rv0726c
Rv0600c	fucA
Rv0600c	Rv0731c
Rv0600c	Rv0738
Rv0600c	mmsB
Rv0600c	Rv0756c
Rv0600c	Rv0791c
Rv0600c	Rv0825c
Rv0600c	kmtR
Rv0600c	Rv0830
Rv0600c	moaE2
Rv0600c	Rv0877
Rv0600c	Rv0893c
Rv0600c	Rv0909
Rv0600c	Rv0958
Rv0600c	Rv0965c
Rv0600c	accA2
Rv0600c	grcC2
tcrA	hadB
tcrA	rpsL
tcrA	rplB
tcrA	rpmD
tcrA	Rv0730
tcrA	narL
tcrA	mscL
tcrA	Rv0991c
galK	echA3
galK	nusG
galK	Rv0658c
galK	rpoB
galK	Rv0669c
galK	lpqP
galK	echA4
galK	Rv0686
galK	Rv0695
galK	Rv0697
galK	atsA
galK	Rv0712
galK	Rv0713
galK	Rv0725c
galK	Rv0726c
galK	fucA
galK	Rv0731c
galK	Rv0738
galK	mmsB
galK	Rv0756c
galK	Rv0791c
galK	Rv0825c
galK	kmtR
galK	Rv0830
galK	moaE2
galK	Rv0877
galK	Rv0893c
galK	Rv0909
galK	Rv0958
galK	Rv0965c
galK	accA2
galK	grcC2
vapB30	Rv0689c
vapB30	Rv0792c
vapB30	Rv0852
vapB30	prrB
vapB30	pepD
echA3	nusG
echA3	Rv0658c
echA3	rpoB
echA3	Rv0669c
echA3	lpqP
echA3	echA4
echA3	Rv0686
echA3	Rv0695
echA3	Rv0697
echA3	atsA
echA3	Rv0712
echA3	Rv0713
echA3	Rv0725c
echA3	Rv0726c
echA3	fucA
echA3	Rv0731c
echA3	Rv0738
echA3	mmsB
echA3	Rv0756c
echA3	Rv0791c
echA3	Rv0825c
echA3	kmtR
echA3	Rv0830
echA3	moaE2
echA3	Rv0877
echA3	Rv0893c
echA3	Rv0909
echA3	Rv0958
echA3	Rv0965c
echA3	accA2
echA3	grcC2
Rv0633c	Rv0762c
Rv0633c	Rv0763c
Rv0633c	Rv0765c
Rv0633c	Rv0769
Rv0633c	Rv0771
Rv0633c	Rv0776c
Rv0633c	purB
Rv0633c	cyp126
Rv0633c	Rv0779c
Rv0633c	purC
Rv0633c	emrB
Rv0633c	Rv0785
Rv0633c	Rv0786c
Rv0633c	cfp29
Rv0633c	Rv0801
Rv0633c	purF
Rv0633c	purM
Rv0633c	Rv0813c
Rv0633c	Rv0818
Rv0633c	lpqS
Rv0633c	Rv0849
Rv0633c	moaD2
Rv0633c	moaA2
Rv0633c	Rv0879c
Rv0633c	Rv0880
Rv0633c	Rv0885
Rv0633c	Rv0887c
Rv0633c	citA
Rv0633c	Rv0895
Rv0633c	gltA2
Rv0633c	accD3
Rv0633c	Rv0910
Rv0633c	pstC2
Rv0633c	pstA1
Rv0633c	mku
Rv0633c	Rv0940c
Rv0633c	Rv0954
Rv0633c	rimJ
Rv0634c	rpfA
hadA	hadC
hadA	rplK
hadA	rplA
hadA	mmaA4
hadA	mmaA3
hadA	mmaA2
hadA	mmaA1
hadA	rplL
hadA	rpsG
hadA	tuf
hadA	rpsJ
hadA	rplW
hadA	rpsS
hadA	rplP
hadA	rplX
hadA	rplE
hadA	rpsH
hadA	rplF
hadA	rpsE
hadA	secY
hadA	adk
hadA	phoP
hadA	cysA2
hadA	cspB
hadA	Rv0890c
hadA	prrA
hadA	mprA
hadA	Rv0986
hadB	rpsL
hadB	rplB
hadB	rpmD
hadB	Rv0730
hadB	narL
hadB	mscL
hadB	Rv0991c
hadC	rplK
hadC	rplA
hadC	mmaA4
hadC	mmaA3
hadC	mmaA2
hadC	mmaA1
hadC	rplL
hadC	rpsG
hadC	tuf
hadC	rpsJ
hadC	rplW
hadC	rpsS
hadC	rplP
hadC	rplX
hadC	rplE
hadC	rpsH
hadC	rplF
hadC	rpsE
hadC	secY
hadC	adk
hadC	phoP
hadC	cysA2
hadC	cspB
hadC	Rv0890c
hadC	prrA
hadC	mprA
hadC	Rv0986
nusG	Rv0658c
nusG	rpoB
nusG	Rv0669c
nusG	lpqP
nusG	echA4
nusG	Rv0686
nusG	Rv0695
nusG	Rv0697
nusG	atsA
nusG	Rv0712
nusG	Rv0713
nusG	Rv0725c
nusG	Rv0726c
nusG	fucA
nusG	Rv0731c
nusG	Rv0738
nusG	mmsB
nusG	Rv0756c
nusG	Rv0791c
nusG	Rv0825c
nusG	kmtR
nusG	Rv0830
nusG	moaE2
nusG	Rv0877
nusG	Rv0893c
nusG	Rv0909
nusG	Rv0958
nusG	Rv0965c
nusG	accA2
nusG	grcC2
rplK	rplA
rplK	mmaA4
rplK	mmaA3
rplK	mmaA2
rplK	mmaA1
rplK	rplL
rplK	rpsG
rplK	tuf
rplK	rpsJ
rplK	rplW
rplK	rpsS
rplK	rplP
rplK	rplX
rplK	rplE
rplK	rpsH
rplK	rplF
rplK	rpsE
rplK	secY
rplK	adk
rplK	phoP
rplK	cysA2
rplK	cspB
rplK	Rv0890c
rplK	prrA
rplK	mprA
rplK	Rv0986
rplA	mmaA4
rplA	mmaA3
rplA	mmaA2
rplA	mmaA1
rplA	rplL
rplA	rpsG
rplA	tuf
rplA	rpsJ
rplA	rplW
rplA	rpsS
rplA	rplP
rplA	rplX
rplA	rplE
rplA	rpsH
rplA	rplF
rplA	rpsE
rplA	secY
rplA	adk
rplA	phoP
rplA	cysA2
rplA	cspB
rplA	Rv0890c
rplA	prrA
rplA	mprA
rplA	Rv0986
mmaA4	mmaA3
mmaA4	mmaA2
mmaA4	mmaA1
mmaA4	rplL
mmaA4	rpsG
mmaA4	tuf
mmaA4	rpsJ
mmaA4	rplW
mmaA4	rpsS
mmaA4	rplP
mmaA4	rplX
mmaA4	rplE
mmaA4	rpsH
mmaA4	rplF
mmaA4	rpsE
mmaA4	secY
mmaA4	adk
mmaA4	phoP
mmaA4	cysA2
mmaA4	cspB
mmaA4	Rv0890c
mmaA4	prrA
mmaA4	mprA
mmaA4	Rv0986
mmaA3	mmaA2
mmaA3	mmaA1
mmaA3	rplL
mmaA3	rpsG
mmaA3	tuf
mmaA3	rpsJ
mmaA3	rplW
mmaA3	rpsS
mmaA3	rplP
mmaA3	rplX
mmaA3	rplE
mmaA3	rpsH
mmaA3	rplF
mmaA3	rpsE
mmaA3	secY
mmaA3	adk
mmaA3	phoP
mmaA3	cysA2
mmaA3	cspB
mmaA3	Rv0890c
mmaA3	prrA
mmaA3	mprA
mmaA3	Rv0986
mmaA2	mmaA1
mmaA2	rplL
mmaA2	rpsG
mmaA2	tuf
mmaA2	rpsJ
mmaA2	rplW
mmaA2	rpsS
mmaA2	rplP
mmaA2	rplX
mmaA2	rplE
mmaA2	rpsH
mmaA2	rplF
mmaA2	rpsE
mmaA2	secY
mmaA2	adk
mmaA2	phoP
mmaA2	cysA2
mmaA2	cspB
mmaA2	Rv0890c
mmaA2	prrA
mmaA2	mprA
mmaA2	Rv0986
mmaA1	rplL
mmaA1	rpsG
mmaA1	tuf
mmaA1	rpsJ
mmaA1	rplW
mmaA1	rpsS
mmaA1	rplP
mmaA1	rplX
mmaA1	rplE
mmaA1	rpsH
mmaA1	rplF
mmaA1	rpsE
mmaA1	secY
mmaA1	adk
mmaA1	phoP
mmaA1	cysA2
mmaA1	cspB
mmaA1	Rv0890c
mmaA1	prrA
mmaA1	mprA
mmaA1	Rv0986
lipG	rplJ
lipG	rpsC
Rv0647c	sppA
Rv0647c	pdc
Rv0647c	fprB
Rv0647c	Rv0891c
Rv0647c	Rv0894
Rv0647c	Rv0945
Rv0647c	pgi
Rv0647c	Rv0950c
Rv0647c	sucC
Rv0647c	Rv0955
Rv0647c	purH
Rv0647c	mprB
Rv0647c	Rv0992c
Rv0647c	Rv0996
Rv0647c	Rv1005c
rplJ	rpsC
rplL	rpsG
rplL	tuf
rplL	rpsJ
rplL	rplW
rplL	rpsS
rplL	rplP
rplL	rplX
rplL	rplE
rplL	rpsH
rplL	rplF
rplL	rpsE
rplL	secY
rplL	adk
rplL	phoP
rplL	cysA2
rplL	cspB
rplL	Rv0890c
rplL	prrA
rplL	mprA
rplL	Rv0986
mkl	mmpS5
mkl	Rv0680c
mkl	Rv0681
mkl	Rv0691c
mkl	rplC
mkl	rpmC
mkl	rplN
Rv0658c	rpoB
Rv0658c	Rv0669c
Rv0658c	lpqP
Rv0658c	echA4
Rv0658c	Rv0686
Rv0658c	Rv0695
Rv0658c	Rv0697
Rv0658c	atsA
Rv0658c	Rv0712
Rv0658c	Rv0713
Rv0658c	Rv0725c
Rv0658c	Rv0726c
Rv0658c	fucA
Rv0658c	Rv0731c
Rv0658c	Rv0738
Rv0658c	mmsB
Rv0658c	Rv0756c
Rv0658c	Rv0791c
Rv0658c	Rv0825c
Rv0658c	kmtR
Rv0658c	Rv0830
Rv0658c	moaE2
Rv0658c	Rv0877
Rv0658c	Rv0893c
Rv0658c	Rv0909
Rv0658c	Rv0958
Rv0658c	Rv0965c
Rv0658c	accA2
Rv0658c	grcC2
rpoB	Rv0669c
rpoB	lpqP
rpoB	echA4
rpoB	Rv0686
rpoB	Rv0695
rpoB	Rv0697
rpoB	atsA
rpoB	Rv0712
rpoB	Rv0713
rpoB	Rv0725c
rpoB	Rv0726c
rpoB	fucA
rpoB	Rv0731c
rpoB	Rv0738
rpoB	mmsB
rpoB	Rv0756c
rpoB	Rv0791c
rpoB	Rv0825c
rpoB	kmtR
rpoB	Rv0830
rpoB	moaE2
rpoB	Rv0877
rpoB	Rv0893c
rpoB	Rv0909
rpoB	Rv0958
rpoB	Rv0965c
rpoB	accA2
rpoB	grcC2
rpoC	end
rpoC	Rv0696
rpoC	rplD
rpoC	rplV
rpoC	Rv0948c
rpoC	Rv0968
Rv0669c	lpqP
Rv0669c	echA4
Rv0669c	Rv0686
Rv0669c	Rv0695
Rv0669c	Rv0697
Rv0669c	atsA
Rv0669c	Rv0712
Rv0669c	Rv0713
Rv0669c	Rv0725c
Rv0669c	Rv0726c
Rv0669c	fucA
Rv0669c	Rv0731c
Rv0669c	Rv0738
Rv0669c	mmsB
Rv0669c	Rv0756c
Rv0669c	Rv0791c
Rv0669c	Rv0825c
Rv0669c	kmtR
Rv0669c	Rv0830
Rv0669c	moaE2
Rv0669c	Rv0877
Rv0669c	Rv0893c
Rv0669c	Rv0909
Rv0669c	Rv0958
Rv0669c	Rv0965c
Rv0669c	accA2
Rv0669c	grcC2
end	Rv0696
end	rplD
end	rplV
end	Rv0948c
end	Rv0968
